"wg_id","name","surcharge","zipcode","carrier_type","distance","operation"
"38","RLM - Eagle Transfer","0","83301","1","146.3","add"
"38","RLM - Eagle Transfer","125","83302","1","201.2","add"
"38","RLM - Eagle Transfer","99","83303","1","179.3","add"
"38","RLM - Eagle Transfer","99","83311","1","195.4","add"
"38","RLM - Eagle Transfer","125","83312","1","221.3","add"
"38","RLM - Eagle Transfer","0","83313","1","147.6","add"
"38","RLM - Eagle Transfer","0","83314","1","104","add"
"38","RLM - Eagle Transfer","0","83316","1","132.2","add"
"38","RLM - Eagle Transfer","99","83318","1","177.8","add"
"38","RLM - Eagle Transfer","99","83320","1","177.2","add"
"38","RLM - Eagle Transfer","99","83321","1","157.3","add"
"38","RLM - Eagle Transfer","0","83322","1","111.4","add"
"38","RLM - Eagle Transfer","99","83323","1","193.3","add"
"38","RLM - Eagle Transfer","0","83324","1","143.1","add"
"38","RLM - Eagle Transfer","0","83325","1","150.1","add"
"38","RLM - Eagle Transfer","0","83327","1","119.5","add"
"38","RLM - Eagle Transfer","0","83328","1","142.7","add"
"38","RLM - Eagle Transfer","0","83330","1","118.3","add"
"38","RLM - Eagle Transfer","0","83332","1","115.6","add"
"38","RLM - Eagle Transfer","99","83333","1","157.9","add"
"38","RLM - Eagle Transfer","99","83334","1","154.8","add"
"38","RLM - Eagle Transfer","99","83335","1","160.4","add"
"38","RLM - Eagle Transfer","99","83336","1","173","add"
"38","RLM - Eagle Transfer","0","83337","1","104.4","add"
"38","RLM - Eagle Transfer","0","83338","1","135.3","add"
"38","RLM - Eagle Transfer","99","83340","1","184.4","add"
"38","RLM - Eagle Transfer","99","83341","1","152.5","add"
"38","RLM - Eagle Transfer","125","83342","1","213.7","add"
"38","RLM - Eagle Transfer","99","83343","1","183.9","add"
"38","RLM - Eagle Transfer","99","83344","1","165.2","add"
"38","RLM - Eagle Transfer","99","83346","1","195.5","add"
"38","RLM - Eagle Transfer","99","83347","1","178.7","add"
"38","RLM - Eagle Transfer","99","83348","1","154.2","add"
"38","RLM - Eagle Transfer","99","83349","1","151","add"
"38","RLM - Eagle Transfer","99","83350","1","186.3","add"
"38","RLM - Eagle Transfer","0","83352","1","140.2","add"
"38","RLM - Eagle Transfer","99","83353","1","180.1","add"
"38","RLM - Eagle Transfer","99","83354","1","171","add"
"38","RLM - Eagle Transfer","0","83355","1","122.1","add"
"38","RLM - Eagle Transfer","0","83601","1","115.1","add"
"38","RLM - Eagle Transfer","0","83602","1","52.2","add"
"38","RLM - Eagle Transfer","0","83604","1","86.1","add"
"38","RLM - Eagle Transfer","0","83605","1","8.7","add"
"38","RLM - Eagle Transfer","0","83606","1","15.4","add"
"38","RLM - Eagle Transfer","0","83607","1","14.1","add"
"38","RLM - Eagle Transfer","0","83610","1","95.5","add"
"38","RLM - Eagle Transfer","0","83611","1","87.5","add"
"38","RLM - Eagle Transfer","0","83612","1","118.8","add"
"38","RLM - Eagle Transfer","0","83615","1","103.5","add"
"38","RLM - Eagle Transfer","0","83616","1","19.8","add"
"38","RLM - Eagle Transfer","0","83617","1","28.9","add"
"38","RLM - Eagle Transfer","0","83619","1","36.8","add"
"38","RLM - Eagle Transfer","0","83622","1","64.8","add"
"38","RLM - Eagle Transfer","0","83623","1","84.3","add"
"38","RLM - Eagle Transfer","0","83624","1","61.4","add"
"38","RLM - Eagle Transfer","0","83626","1","17.9","add"
"38","RLM - Eagle Transfer","0","83627","1","79.7","add"
"38","RLM - Eagle Transfer","0","83628","1","28.5","add"
"38","RLM - Eagle Transfer","0","83629","1","40.4","add"
"38","RLM - Eagle Transfer","0","83630","1","18.2","add"
"38","RLM - Eagle Transfer","0","83631","1","58.2","add"
"38","RLM - Eagle Transfer","0","83632","1","100.7","add"
"38","RLM - Eagle Transfer","0","83633","1","92.7","add"
"38","RLM - Eagle Transfer","0","83634","1","18.3","add"
"38","RLM - Eagle Transfer","0","83635","1","112.6","add"
"38","RLM - Eagle Transfer","0","83636","1","32.7","add"
"38","RLM - Eagle Transfer","0","83637","1","97.8","add"
"38","RLM - Eagle Transfer","0","83638","1","116","add"
"38","RLM - Eagle Transfer","0","83639","1","20.8","add"
"38","RLM - Eagle Transfer","0","83641","1","15.6","add"
"38","RLM - Eagle Transfer","0","83642","1","11.3","add"
"38","RLM - Eagle Transfer","0","83643","1","96","add"
"38","RLM - Eagle Transfer","0","83644","1","18.7","add"
"38","RLM - Eagle Transfer","0","83645","1","84","add"
"38","RLM - Eagle Transfer","0","83646","1","10.7","add"
"38","RLM - Eagle Transfer","0","83647","1","66.6","add"
"38","RLM - Eagle Transfer","0","83648","1","69.8","add"
"38","RLM - Eagle Transfer","0","83650","1","36.3","add"
"38","RLM - Eagle Transfer","0","83651","1","2.4","add"
"38","RLM - Eagle Transfer","0","83652","1","1.6","add"
"38","RLM - Eagle Transfer","0","83653","1","1.6","add"
"38","RLM - Eagle Transfer","0","83654","1","142.3","add"
"38","RLM - Eagle Transfer","0","83655","1","32.2","add"
"38","RLM - Eagle Transfer","0","83656","1","17.4","add"
"38","RLM - Eagle Transfer","0","83657","1","77.8","add"
"38","RLM - Eagle Transfer","0","83660","1","26.1","add"
"38","RLM - Eagle Transfer","0","83661","1","43.6","add"
"38","RLM - Eagle Transfer","0","83666","1","60.1","add"
"38","RLM - Eagle Transfer","0","83669","1","11","add"
"38","RLM - Eagle Transfer","0","83670","1","45.7","add"
"38","RLM - Eagle Transfer","99","83671","1","163.6","add"
"38","RLM - Eagle Transfer","0","83672","1","60.7","add"
"38","RLM - Eagle Transfer","0","83676","1","23.9","add"
"38","RLM - Eagle Transfer","99","83677","1","171.8","add"
"38","RLM - Eagle Transfer","0","83680","1","11","add"
"38","RLM - Eagle Transfer","0","83686","1","4.5","add"
"38","RLM - Eagle Transfer","0","83687","1","1.8","add"
"38","RLM - Eagle Transfer","0","83701","1","18.9","add"
"38","RLM - Eagle Transfer","0","83702","1","19.6","add"
"38","RLM - Eagle Transfer","0","83703","1","22.7","add"
"38","RLM - Eagle Transfer","0","83704","1","18.2","add"
"38","RLM - Eagle Transfer","0","83705","1","19.6","add"
"38","RLM - Eagle Transfer","0","83706","1","21.1","add"
"38","RLM - Eagle Transfer","0","83707","1","18.9","add"
"38","RLM - Eagle Transfer","0","83708","1","19.4","add"
"38","RLM - Eagle Transfer","0","83709","1","19.9","add"
"38","RLM - Eagle Transfer","0","83711","1","18.9","add"
"38","RLM - Eagle Transfer","0","83712","1","22","add"
"38","RLM - Eagle Transfer","0","83713","1","15.4","add"
"38","RLM - Eagle Transfer","0","83714","1","18.8","add"
"38","RLM - Eagle Transfer","0","83715","1","19","add"
"38","RLM - Eagle Transfer","0","83716","1","36.5","add"
"38","RLM - Eagle Transfer","0","83717","1","23.2","add"
"38","RLM - Eagle Transfer","0","83719","1","21.2","add"
"38","RLM - Eagle Transfer","0","83720","1","18.9","add"
"38","RLM - Eagle Transfer","0","83722","1","19.4","add"
"38","RLM - Eagle Transfer","0","83724","1","19.4","add"
"38","RLM - Eagle Transfer","0","83725","1","19.9","add"
"38","RLM - Eagle Transfer","0","83726","1","35.3","add"
"38","RLM - Eagle Transfer","0","83728","1","19.4","add"
"38","RLM - Eagle Transfer","0","83729","1","19.4","add"
"38","RLM - Eagle Transfer","0","83731","1","30.4","add"
"38","RLM - Eagle Transfer","0","83732","1","21.2","add"
"38","RLM - Eagle Transfer","0","83735","1","19.4","add"
"38","RLM - Eagle Transfer","0","83756","1","19.4","add"
"38","RLM - Eagle Transfer","0","83799","1","19","add"
"38","RLM - Eagle Transfer","0","97901","1","35.5","add"
"38","RLM - Eagle Transfer","0","97902","1","92.8","add"
"38","RLM - Eagle Transfer","0","97903","1","90.1","add"
"38","RLM - Eagle Transfer","0","97904","1","140.8","add"
"38","RLM - Eagle Transfer","0","97905","1","89.7","add"
"38","RLM - Eagle Transfer","0","97906","1","76.5","add"
"38","RLM - Eagle Transfer","0","97907","1","72.2","add"
"38","RLM - Eagle Transfer","0","97908","1","101.7","add"
"38","RLM - Eagle Transfer","0","97909","1","76.1","add"
"38","RLM - Eagle Transfer","0","97910","1","87.8","add"
"38","RLM - Eagle Transfer","0","97911","1","113.2","add"
"38","RLM - Eagle Transfer","0","97913","1","41.2","add"
"38","RLM - Eagle Transfer","0","97914","1","41.9","add"
"38","RLM - Eagle Transfer","0","97917","1","120.6","add"
"38","RLM - Eagle Transfer","0","97918","1","64.9","add"
"38","RLM - Eagle Transfer","0","97920","1","94.1","add"
"60","RLM - EDC Moving Systems","0","73301","1","70.2","add"
"60","RLM - EDC Moving Systems","0","73344","1","70.4","add"
"60","RLM - EDC Moving Systems","0","78001","1","115.3","add"
"60","RLM - EDC Moving Systems","0","78002","1","35.2","add"
"60","RLM - EDC Moving Systems","0","78003","1","54.2","add"
"60","RLM - EDC Moving Systems","0","78004","1","43.3","add"
"60","RLM - EDC Moving Systems","0","78005","1","61.5","add"
"60","RLM - EDC Moving Systems","0","78006","1","41.3","add"
"60","RLM - EDC Moving Systems","0","78007","1","90.8","add"
"60","RLM - EDC Moving Systems","0","78008","1","63.8","add"
"60","RLM - EDC Moving Systems","0","78009","1","37","add"
"60","RLM - EDC Moving Systems","0","78010","1","62.1","add"
"60","RLM - EDC Moving Systems","0","78011","1","63.3","add"
"60","RLM - EDC Moving Systems","0","78012","1","58","add"
"60","RLM - EDC Moving Systems","0","78013","1","52.4","add"
"60","RLM - EDC Moving Systems","0","78014","1","103.8","add"
"60","RLM - EDC Moving Systems","0","78015","1","31.4","add"
"60","RLM - EDC Moving Systems","0","78016","1","50.1","add"
"60","RLM - EDC Moving Systems","0","78017","1","89.9","add"
"60","RLM - EDC Moving Systems","0","78019","1","136.8","add"
"60","RLM - EDC Moving Systems","0","78021","1","82.1","add"
"60","RLM - EDC Moving Systems","0","78022","1","95.8","add"
"60","RLM - EDC Moving Systems","0","78023","1","29.5","add"
"60","RLM - EDC Moving Systems","0","78024","1","88.3","add"
"60","RLM - EDC Moving Systems","0","78025","1","79.1","add"
"60","RLM - EDC Moving Systems","0","78026","1","51.4","add"
"60","RLM - EDC Moving Systems","0","78027","1","51.6","add"
"60","RLM - EDC Moving Systems","0","78028","1","70.5","add"
"60","RLM - EDC Moving Systems","0","78029","1","69.4","add"
"60","RLM - EDC Moving Systems","0","78039","1","36.6","add"
"60","RLM - EDC Moving Systems","99","78040","1","170.5","add"
"60","RLM - EDC Moving Systems","99","78041","1","167.8","add"
"60","RLM - EDC Moving Systems","99","78042","1","169.9","add"
"60","RLM - EDC Moving Systems","99","78043","1","176.8","add"
"60","RLM - EDC Moving Systems","0","78044","1","144.1","add"
"60","RLM - EDC Moving Systems","99","78045","1","167.5","add"
"60","RLM - EDC Moving Systems","99","78046","1","178.4","add"
"60","RLM - EDC Moving Systems","0","78049","1","144.1","add"
"60","RLM - EDC Moving Systems","0","78050","1","34.7","add"
"60","RLM - EDC Moving Systems","0","78052","1","38.4","add"
"60","RLM - EDC Moving Systems","0","78054","1","21.6","add"
"60","RLM - EDC Moving Systems","0","78055","1","74.1","add"
"60","RLM - EDC Moving Systems","0","78056","1","36.6","add"
"60","RLM - EDC Moving Systems","0","78057","1","58.3","add"
"60","RLM - EDC Moving Systems","0","78058","1","108","add"
"60","RLM - EDC Moving Systems","0","78059","1","42.8","add"
"60","RLM - EDC Moving Systems","0","78060","1","86.1","add"
"60","RLM - EDC Moving Systems","0","78061","1","69.4","add"
"60","RLM - EDC Moving Systems","0","78062","1","59.8","add"
"60","RLM - EDC Moving Systems","0","78063","1","51.7","add"
"60","RLM - EDC Moving Systems","0","78064","1","41.8","add"
"60","RLM - EDC Moving Systems","0","78065","1","40.7","add"
"60","RLM - EDC Moving Systems","0","78066","1","45.2","add"
"60","RLM - EDC Moving Systems","99","78067","1","197.4","add"
"60","RLM - EDC Moving Systems","0","78069","1","35.8","add"
"60","RLM - EDC Moving Systems","0","78070","1","35.4","add"
"60","RLM - EDC Moving Systems","0","78071","1","76.8","add"
"60","RLM - EDC Moving Systems","0","78072","1","93.2","add"
"60","RLM - EDC Moving Systems","0","78073","1","29.8","add"
"60","RLM - EDC Moving Systems","0","78074","1","49.6","add"
"60","RLM - EDC Moving Systems","0","78075","1","65.3","add"
"60","RLM - EDC Moving Systems","125","78076","1","223.7","add"
"60","RLM - EDC Moving Systems","0","78101","1","23.6","add"
"60","RLM - EDC Moving Systems","0","78102","1","92.5","add"
"60","RLM - EDC Moving Systems","0","78104","1","94.8","add"
"60","RLM - EDC Moving Systems","0","78107","1","106","add"
"60","RLM - EDC Moving Systems","0","78108","1","14.3","add"
"60","RLM - EDC Moving Systems","0","78109","1","8","add"
"60","RLM - EDC Moving Systems","0","78111","1","61.8","add"
"60","RLM - EDC Moving Systems","0","78112","1","24.2","add"
"60","RLM - EDC Moving Systems","0","78113","1","49.9","add"
"60","RLM - EDC Moving Systems","0","78114","1","32.9","add"
"60","RLM - EDC Moving Systems","0","78115","1","36.6","add"
"60","RLM - EDC Moving Systems","0","78116","1","54.3","add"
"60","RLM - EDC Moving Systems","0","78117","1","54.4","add"
"60","RLM - EDC Moving Systems","0","78118","1","59.9","add"
"60","RLM - EDC Moving Systems","0","78119","1","66.1","add"
"60","RLM - EDC Moving Systems","0","78121","1","25.3","add"
"60","RLM - EDC Moving Systems","0","78122","1","61","add"
"60","RLM - EDC Moving Systems","0","78123","1","26","add"
"60","RLM - EDC Moving Systems","0","78124","1","18.9","add"
"60","RLM - EDC Moving Systems","0","78125","1","94.4","add"
"60","RLM - EDC Moving Systems","0","78130","1","24.1","add"
"60","RLM - EDC Moving Systems","0","78131","1","23.5","add"
"60","RLM - EDC Moving Systems","0","78132","1","27.5","add"
"60","RLM - EDC Moving Systems","0","78133","1","51.6","add"
"60","RLM - EDC Moving Systems","0","78135","1","23.4","add"
"60","RLM - EDC Moving Systems","0","78140","1","52.8","add"
"60","RLM - EDC Moving Systems","0","78141","1","80.5","add"
"60","RLM - EDC Moving Systems","0","78142","1","84.9","add"
"60","RLM - EDC Moving Systems","0","78143","1","45.8","add"
"60","RLM - EDC Moving Systems","0","78144","1","58.9","add"
"60","RLM - EDC Moving Systems","0","78145","1","78.6","add"
"60","RLM - EDC Moving Systems","0","78146","1","79","add"
"60","RLM - EDC Moving Systems","0","78147","1","41","add"
"60","RLM - EDC Moving Systems","0","78148","1","9.2","add"
"60","RLM - EDC Moving Systems","0","78150","1","17.5","add"
"60","RLM - EDC Moving Systems","0","78151","1","74.2","add"
"60","RLM - EDC Moving Systems","0","78152","1","20.5","add"
"60","RLM - EDC Moving Systems","0","78154","1","14.5","add"
"60","RLM - EDC Moving Systems","0","78155","1","33.2","add"
"60","RLM - EDC Moving Systems","0","78156","1","32.9","add"
"60","RLM - EDC Moving Systems","0","78159","1","61.5","add"
"60","RLM - EDC Moving Systems","0","78160","1","39","add"
"60","RLM - EDC Moving Systems","0","78161","1","31.8","add"
"60","RLM - EDC Moving Systems","0","78162","1","81.8","add"
"60","RLM - EDC Moving Systems","0","78163","1","25.5","add"
"60","RLM - EDC Moving Systems","0","78164","1","72.5","add"
"60","RLM - EDC Moving Systems","0","78201","1","12.4","add"
"60","RLM - EDC Moving Systems","0","78202","1","7.5","add"
"60","RLM - EDC Moving Systems","0","78203","1","8.3","add"
"60","RLM - EDC Moving Systems","0","78204","1","11.6","add"
"60","RLM - EDC Moving Systems","0","78205","1","9.5","add"
"60","RLM - EDC Moving Systems","0","78206","1","9.4","add"
"60","RLM - EDC Moving Systems","0","78207","1","11.7","add"
"60","RLM - EDC Moving Systems","0","78208","1","6.6","add"
"60","RLM - EDC Moving Systems","0","78209","1","5.4","add"
"60","RLM - EDC Moving Systems","0","78210","1","10.8","add"
"60","RLM - EDC Moving Systems","0","78211","1","14.9","add"
"60","RLM - EDC Moving Systems","0","78212","1","10.8","add"
"60","RLM - EDC Moving Systems","0","78213","1","10.8","add"
"60","RLM - EDC Moving Systems","0","78214","1","14.6","add"
"60","RLM - EDC Moving Systems","0","78215","1","7.9","add"
"60","RLM - EDC Moving Systems","0","78216","1","9.6","add"
"60","RLM - EDC Moving Systems","0","78217","1","5.1","add"
"60","RLM - EDC Moving Systems","0","78218","1","0.9","add"
"60","RLM - EDC Moving Systems","0","78219","1","4.4","add"
"60","RLM - EDC Moving Systems","0","78220","1","8.5","add"
"60","RLM - EDC Moving Systems","0","78221","1","18.9","add"
"60","RLM - EDC Moving Systems","0","78222","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78223","1","13.1","add"
"60","RLM - EDC Moving Systems","0","78224","1","17","add"
"60","RLM - EDC Moving Systems","0","78225","1","12.8","add"
"60","RLM - EDC Moving Systems","0","78226","1","15.9","add"
"60","RLM - EDC Moving Systems","0","78227","1","24","add"
"60","RLM - EDC Moving Systems","0","78228","1","15.7","add"
"60","RLM - EDC Moving Systems","0","78229","1","14.4","add"
"60","RLM - EDC Moving Systems","0","78230","1","13.9","add"
"60","RLM - EDC Moving Systems","0","78231","1","13.8","add"
"60","RLM - EDC Moving Systems","0","78232","1","12.7","add"
"60","RLM - EDC Moving Systems","0","78233","1","4.8","add"
"60","RLM - EDC Moving Systems","0","78234","1","7.9","add"
"60","RLM - EDC Moving Systems","0","78235","1","14.2","add"
"60","RLM - EDC Moving Systems","0","78236","1","20.7","add"
"60","RLM - EDC Moving Systems","0","78237","1","14.3","add"
"60","RLM - EDC Moving Systems","0","78238","1","16.8","add"
"60","RLM - EDC Moving Systems","0","78239","1","3.9","add"
"60","RLM - EDC Moving Systems","0","78240","1","17.1","add"
"60","RLM - EDC Moving Systems","0","78241","1","16.6","add"
"60","RLM - EDC Moving Systems","0","78242","1","28.2","add"
"60","RLM - EDC Moving Systems","0","78243","1","19.4","add"
"60","RLM - EDC Moving Systems","0","78244","1","4.8","add"
"60","RLM - EDC Moving Systems","0","78245","1","28.1","add"
"60","RLM - EDC Moving Systems","0","78246","1","8.7","add"
"60","RLM - EDC Moving Systems","0","78247","1","7.5","add"
"60","RLM - EDC Moving Systems","0","78248","1","14.6","add"
"60","RLM - EDC Moving Systems","0","78249","1","19.2","add"
"60","RLM - EDC Moving Systems","0","78250","1","21.5","add"
"60","RLM - EDC Moving Systems","0","78251","1","23.3","add"
"60","RLM - EDC Moving Systems","0","78252","1","29.8","add"
"60","RLM - EDC Moving Systems","0","78253","1","29.2","add"
"60","RLM - EDC Moving Systems","0","78254","1","27","add"
"60","RLM - EDC Moving Systems","0","78255","1","27.8","add"
"60","RLM - EDC Moving Systems","0","78256","1","22.5","add"
"60","RLM - EDC Moving Systems","0","78257","1","23.2","add"
"60","RLM - EDC Moving Systems","0","78258","1","18.8","add"
"60","RLM - EDC Moving Systems","0","78259","1","18.6","add"
"60","RLM - EDC Moving Systems","0","78260","1","22.9","add"
"60","RLM - EDC Moving Systems","0","78261","1","22.2","add"
"60","RLM - EDC Moving Systems","0","78263","1","14.5","add"
"60","RLM - EDC Moving Systems","0","78264","1","28.1","add"
"60","RLM - EDC Moving Systems","0","78265","1","4.9","add"
"60","RLM - EDC Moving Systems","0","78266","1","14.7","add"
"60","RLM - EDC Moving Systems","0","78268","1","17.5","add"
"60","RLM - EDC Moving Systems","0","78269","1","16.8","add"
"60","RLM - EDC Moving Systems","0","78270","1","8.2","add"
"60","RLM - EDC Moving Systems","0","78278","1","15","add"
"60","RLM - EDC Moving Systems","0","78279","1","9.7","add"
"60","RLM - EDC Moving Systems","0","78280","1","8.6","add"
"60","RLM - EDC Moving Systems","0","78283","1","4.9","add"
"60","RLM - EDC Moving Systems","0","78284","1","9.6","add"
"60","RLM - EDC Moving Systems","0","78285","1","9.6","add"
"60","RLM - EDC Moving Systems","0","78288","1","17.2","add"
"60","RLM - EDC Moving Systems","0","78289","1","9.6","add"
"60","RLM - EDC Moving Systems","0","78291","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78292","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78293","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78294","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78295","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78296","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78297","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78298","1","9.3","add"
"60","RLM - EDC Moving Systems","0","78299","1","9.3","add"
"60","RLM - EDC Moving Systems","99","78330","1","153.7","add"
"60","RLM - EDC Moving Systems","0","78332","1","131.5","add"
"60","RLM - EDC Moving Systems","0","78333","1","137.1","add"
"60","RLM - EDC Moving Systems","99","78335","1","167.7","add"
"60","RLM - EDC Moving Systems","99","78336","1","167.1","add"
"60","RLM - EDC Moving Systems","125","78338","1","207.6","add"
"60","RLM - EDC Moving Systems","0","78339","1","147","add"
"60","RLM - EDC Moving Systems","99","78340","1","187.4","add"
"60","RLM - EDC Moving Systems","99","78341","1","153.1","add"
"60","RLM - EDC Moving Systems","0","78342","1","137.7","add"
"60","RLM - EDC Moving Systems","99","78343","1","153.4","add"
"60","RLM - EDC Moving Systems","99","78344","1","187.3","add"
"60","RLM - EDC Moving Systems","99","78347","1","159.2","add"
"60","RLM - EDC Moving Systems","99","78349","1","181.6","add"
"60","RLM - EDC Moving Systems","0","78350","1","103.3","add"
"60","RLM - EDC Moving Systems","0","78351","1","148.3","add"
"60","RLM - EDC Moving Systems","0","78352","1","124.4","add"
"60","RLM - EDC Moving Systems","99","78353","1","195.1","add"
"60","RLM - EDC Moving Systems","99","78355","1","168.9","add"
"60","RLM - EDC Moving Systems","0","78357","1","129.8","add"
"60","RLM - EDC Moving Systems","99","78358","1","179.4","add"
"60","RLM - EDC Moving Systems","99","78359","1","158.4","add"
"60","RLM - EDC Moving Systems","125","78360","1","206.2","add"
"60","RLM - EDC Moving Systems","99","78361","1","185.2","add"
"60","RLM - EDC Moving Systems","99","78362","1","165.4","add"
"60","RLM - EDC Moving Systems","99","78363","1","163.8","add"
"60","RLM - EDC Moving Systems","99","78364","1","183.9","add"
"60","RLM - EDC Moving Systems","0","78368","1","112.4","add"
"60","RLM - EDC Moving Systems","125","78369","1","203.2","add"
"60","RLM - EDC Moving Systems","0","78370","1","129.6","add"
"60","RLM - EDC Moving Systems","125","78371","1","203.4","add"
"60","RLM - EDC Moving Systems","0","78372","1","115.9","add"
"60","RLM - EDC Moving Systems","99","78373","1","181.1","add"
"60","RLM - EDC Moving Systems","99","78374","1","155.4","add"
"60","RLM - EDC Moving Systems","99","78375","1","156.8","add"
"60","RLM - EDC Moving Systems","99","78376","1","175.2","add"
"60","RLM - EDC Moving Systems","0","78377","1","123.7","add"
"60","RLM - EDC Moving Systems","99","78379","1","178.8","add"
"60","RLM - EDC Moving Systems","0","78380","1","140.3","add"
"60","RLM - EDC Moving Systems","99","78381","1","193.7","add"
"60","RLM - EDC Moving Systems","99","78382","1","180.5","add"
"60","RLM - EDC Moving Systems","0","78383","1","123.9","add"
"60","RLM - EDC Moving Systems","99","78384","1","151.3","add"
"60","RLM - EDC Moving Systems","99","78385","1","187.5","add"
"60","RLM - EDC Moving Systems","0","78387","1","133","add"
"60","RLM - EDC Moving Systems","0","78389","1","106.8","add"
"60","RLM - EDC Moving Systems","0","78390","1","143.3","add"
"60","RLM - EDC Moving Systems","0","78391","1","116.6","add"
"60","RLM - EDC Moving Systems","99","78393","1","152.2","add"
"60","RLM - EDC Moving Systems","0","78401","1","147.2","add"
"60","RLM - EDC Moving Systems","0","78402","1","150.1","add"
"60","RLM - EDC Moving Systems","0","78403","1","147.3","add"
"60","RLM - EDC Moving Systems","0","78404","1","149.1","add"
"60","RLM - EDC Moving Systems","0","78405","1","148","add"
"60","RLM - EDC Moving Systems","0","78406","1","147.6","add"
"60","RLM - EDC Moving Systems","0","78407","1","145.4","add"
"60","RLM - EDC Moving Systems","0","78408","1","145.1","add"
"60","RLM - EDC Moving Systems","0","78409","1","140.8","add"
"60","RLM - EDC Moving Systems","0","78410","1","134.7","add"
"60","RLM - EDC Moving Systems","99","78411","1","152.7","add"
"60","RLM - EDC Moving Systems","99","78412","1","154.4","add"
"60","RLM - EDC Moving Systems","99","78413","1","153.9","add"
"60","RLM - EDC Moving Systems","99","78414","1","156.1","add"
"60","RLM - EDC Moving Systems","0","78415","1","149.5","add"
"60","RLM - EDC Moving Systems","0","78416","1","150.8","add"
"60","RLM - EDC Moving Systems","0","78417","1","149.9","add"
"60","RLM - EDC Moving Systems","99","78418","1","164.3","add"
"60","RLM - EDC Moving Systems","99","78419","1","160.4","add"
"60","RLM - EDC Moving Systems","0","78426","1","136","add"
"60","RLM - EDC Moving Systems","0","78427","1","147.2","add"
"60","RLM - EDC Moving Systems","0","78460","1","136","add"
"60","RLM - EDC Moving Systems","0","78463","1","149","add"
"60","RLM - EDC Moving Systems","0","78465","1","147.7","add"
"60","RLM - EDC Moving Systems","99","78466","1","152.8","add"
"60","RLM - EDC Moving Systems","99","78467","1","155.3","add"
"60","RLM - EDC Moving Systems","99","78468","1","153.6","add"
"60","RLM - EDC Moving Systems","0","78469","1","147","add"
"60","RLM - EDC Moving Systems","99","78472","1","152.8","add"
"60","RLM - EDC Moving Systems","99","78480","1","161","add"
"60","RLM - EDC Moving Systems","125","78501","1","242.1","add"
"60","RLM - EDC Moving Systems","125","78502","1","240.1","add"
"60","RLM - EDC Moving Systems","125","78503","1","244.7","add"
"60","RLM - EDC Moving Systems","125","78504","1","240","add"
"60","RLM - EDC Moving Systems","125","78505","1","243.1","add"
"60","RLM - EDC Moving Systems","125","78516","1","244","add"
"60","RLM - EDC Moving Systems","125","78520","1","279.3","add"
"60","RLM - EDC Moving Systems","125","78521","1","283.5","add"
"60","RLM - EDC Moving Systems","125","78522","1","276.1","add"
"60","RLM - EDC Moving Systems","125","78523","1","276.1","add"
"60","RLM - EDC Moving Systems","125","78526","1","278.7","add"
"60","RLM - EDC Moving Systems","125","78535","1","251.2","add"
"60","RLM - EDC Moving Systems","125","78536","1","226.8","add"
"60","RLM - EDC Moving Systems","125","78537","1","248.1","add"
"60","RLM - EDC Moving Systems","125","78538","1","245.7","add"
"60","RLM - EDC Moving Systems","125","78539","1","231.1","add"
"60","RLM - EDC Moving Systems","125","78540","1","232.6","add"
"60","RLM - EDC Moving Systems","125","78541","1","228.2","add"
"60","RLM - EDC Moving Systems","125","78542","1","233.1","add"
"60","RLM - EDC Moving Systems","125","78543","1","241.8","add"
"60","RLM - EDC Moving Systems","125","78545","1","259.4","add"
"60","RLM - EDC Moving Systems","125","78547","1","273.7","add"
"60","RLM - EDC Moving Systems","125","78548","1","272.4","add"
"60","RLM - EDC Moving Systems","125","78549","1","226.4","add"
"60","RLM - EDC Moving Systems","125","78550","1","255.2","add"
"60","RLM - EDC Moving Systems","125","78551","1","254.5","add"
"60","RLM - EDC Moving Systems","125","78552","1","257.8","add"
"60","RLM - EDC Moving Systems","125","78553","1","254.5","add"
"60","RLM - EDC Moving Systems","125","78557","1","248.4","add"
"60","RLM - EDC Moving Systems","125","78558","1","239.9","add"
"60","RLM - EDC Moving Systems","125","78559","1","263","add"
"60","RLM - EDC Moving Systems","125","78560","1","260","add"
"60","RLM - EDC Moving Systems","125","78561","1","244.9","add"
"60","RLM - EDC Moving Systems","125","78562","1","246.2","add"
"60","RLM - EDC Moving Systems","125","78563","1","224","add"
"60","RLM - EDC Moving Systems","125","78564","1","251.6","add"
"60","RLM - EDC Moving Systems","125","78565","1","265.7","add"
"60","RLM - EDC Moving Systems","125","78566","1","277.8","add"
"60","RLM - EDC Moving Systems","125","78567","1","263.8","add"
"60","RLM - EDC Moving Systems","125","78568","1","275.2","add"
"60","RLM - EDC Moving Systems","125","78569","1","245.1","add"
"60","RLM - EDC Moving Systems","125","78570","1","268.1","add"
"60","RLM - EDC Moving Systems","125","78572","1","248.5","add"
