"part_number","type","product_id"
"848-916","simple","185534"
"848-910","simple","185535"
"848-925","simple","185536"
"848-915","simple","185537"
"848-020","simple","185538"
"750-622d","simple","185614"
"603-830","simple","185788"
"603-831","simple","185788"
"848-307","simple","185789"
"848-326","simple","185789"
"848-r44","simple","185789"
"848-306","simple","185790"
"848-307","simple","185790"
"848-r44","simple","185790"
"848-307","simple","185791"
"848-326","simple","185791"
"848-r42","simple","185791"
"848-306","simple","185792"
"848-307","simple","185792"
"848-r42","simple","185792"
"848-830","simple","185793"
"848-831","simple","185793"
"848-305","simple","185794"
"848-324","simple","185794"
"848-r42","simple","185794"
"848-304","simple","185795"
"848-305","simple","185795"
"848-r42","simple","185795"
"792-840","simple","185796"
"792-841","simple","185796"
"512-830","simple","185797"
"512-831","simple","185797"
"912-760n","simple","185798"
"792-830","simple","185801"
"792-831","simple","185801"
"217-316wr","simple","266370"
"848-830","simple","299870"
"848-744","bundle","300303"
"848-636","bundle","300303"
"848-637","bundle","300303"
"848-857","bundle","300303"
"848-830","bundle","300303"
"848-830r","bundle","300303"
"848-701r","bundle","300304"
"848-636","bundle","300304"
"848-637","bundle","300304"
"848-857","bundle","300304"
"848-830","bundle","300304"
"848-830r","bundle","300304"
"848-305","bundle","300305"
"848-324","bundle","300305"
"848-r42","bundle","300305"
"848-307","bundle","300305"
"848-326","bundle","300305"
"848-r42","bundle","300305"
"848-307","bundle","300305"
"848-326","bundle","300305"
"848-r44","bundle","300305"
"848-421","bundle","300305"
"848-420","bundle","300305"
"848-422","bundle","300305"
"848-040","bundle","300305"
"848-020","bundle","300305"
"848-130","bundle","300305"
"848-131","bundle","300305"
"848-225","bundle","300305"
"848-215","bundle","300305"
"848-421","bundle","300305"
"848-422","bundle","300305"
"848-910","bundle","300306"
"848-915","bundle","300306"
"848-916","bundle","300306"
"848-925","bundle","300306"
"848-916","bundle","300306"
"848-304","bundle","300307"
"848-305","bundle","300307"
"848-r42","bundle","300307"
"848-306","bundle","300307"
"848-307","bundle","300307"
"848-r42","bundle","300307"
"848-306","bundle","300307"
"848-307","bundle","300307"
"848-r44","bundle","300307"
"848-421","bundle","300307"
"848-420","bundle","300307"
"848-422","bundle","300307"
"848-020","bundle","300307"
"848-040","bundle","300307"
"848-130","bundle","300307"
"848-131","bundle","300307"
"848-225","bundle","300307"
"848-215","bundle","300307"
"848-421","bundle","300307"
"848-422","bundle","300307"
"488-338r","simple","336098"
"923-030","simple","336118"
"923-040","simple","336119"
"923-130","simple","336120"
"923-131","simple","336121"
"923-215","simple","336122"
"923-225","simple","336123"
"923-270r","simple","336124"
"923-304r","simple","336125"
"923-306r","simple","336126"
"923-307r","simple","336127"
"923-313r","simple","336128"
"923-316r","simple","336129"
"923-317r","simple","336130"
"923-420","simple","336131"
"923-421","simple","336132"
"923-480","simple","336133"
"923-585","simple","336134"
"923-622","simple","336135"
"923-701r","simple","336136"
"923-760","simple","336137"
"923-830r","simple","336138"
"923-850","simple","336139"
"923-857","simple","336140"
"923-911","simple","336141"
"923-912","simple","336142"
"923-915","simple","336143"
"923-916","simple","336144"
"923-925","simple","336145"
"927-020","simple","336146"
"927-040","simple","336147"
"927-130","simple","336148"
"927-131","simple","336149"
"927-215","simple","336150"
"927-225","simple","336151"
"927-313r","simple","336152"
"927-316r","simple","336153"
"927-317r","simple","336154"
"927-324r","simple","336155"
"927-326r","simple","336156"
"927-327r","simple","336157"
"927-420","simple","336158"
"927-422","simple","336159"
"927-636","simple","336160"
"927-637","simple","336161"
"927-701r","simple","336162"
"927-744","simple","336163"
"927-850","simple","336164"
"927-857","simple","336165"
"924-925","simple","336555"
"924-307r","simple","336556"
"929-313r","simple","336557"
"929-856","simple","336558"
"929-317r","simple","336559"
"924-638","simple","336560"
"929-327r","simple","336561"
"929-130","simple","336562"
"924-215","simple","336563"
"929-890","simple","336564"
"929-744r","simple","336565"
"929-850","simple","336566"
"924-585","simple","336567"
"924-420","simple","336568"
"924-316r","simple","336569"
"924-857","simple","336570"
"924-622","simple","336571"
"929-911","simple","336572"
"929-151","simple","336573"
"924-915","simple","336574"
"929-040","simple","336575"
"929-637","simple","336576"
"929-326r","simple","336577"
"924-120","simple","336578"
"924-313r","simple","336579"
"924-855r","simple","336580"
"924-020","simple","336581"
"929-701r","simple","336582"
"924-910","simple","336583"
"929-324r","simple","336584"
"924-317r","simple","336585"
"924-745","simple","336586"
"929-916","simple","336587"
"929-622","simple","336588"
"929-420","simple","336589"
"924-306r","simple","336590"
"929-215","simple","336591"
"929-636","simple","336592"
"924-701r","simple","336593"
"924-639","simple","336594"
"924-130","simple","336595"
"924-421","simple","336596"
"929-131","simple","336597"
"924-854","simple","336598"
"924-480","simple","336599"
"929-316r","simple","340874"
"924-304r","simple","340899"
"848-304","bundle","341318"
"848-305","bundle","341318"
"848-r42","bundle","341318"
"848-306","bundle","341318"
"848-307","bundle","341318"
"848-r42","bundle","341318"
"848-306","bundle","341318"
"848-307","bundle","341318"
"848-r44","bundle","341318"
"848-421","bundle","341318"
"848-420","bundle","341318"
"848-422","bundle","341318"
"848-420","bundle","341318"
"848-422","bundle","341318"
"848-130","bundle","341318"
"848-225","bundle","341318"
"848-131","bundle","341318"
"848-020","bundle","341318"
"848-040","bundle","341318"
"848-215","bundle","341318"
"848-305","bundle","341319"
"848-324","bundle","341319"
"848-r42","bundle","341319"
"848-307","bundle","341319"
"848-326","bundle","341319"
"848-r42","bundle","341319"
"848-307","bundle","341319"
"848-326","bundle","341319"
"848-r44","bundle","341319"
"848-421","bundle","341319"
"848-420","bundle","341319"
"848-422","bundle","341319"
"848-420","bundle","341319"
"848-422","bundle","341319"
"848-130","bundle","341319"
"848-225","bundle","341319"
"848-131","bundle","341319"
"848-020","bundle","341319"
"848-040","bundle","341319"
"848-215","bundle","341319"
"848-910","bundle","341320"
"848-916","bundle","341320"
"848-915","bundle","341320"
"848-915","bundle","341320"
"848-925","bundle","341320"
"923-304r","bundle","341321"
"923-306r","bundle","341321"
"923-307r","bundle","341321"
"923-420","bundle","341321"
"923-421","bundle","341321"
"923-421","bundle","341321"
"923-130","bundle","341321"
"923-131","bundle","341321"
"923-030","bundle","341321"
"923-040","bundle","341321"
"923-215","bundle","341321"
"923-225","bundle","341321"
"923-270r","bundle","341321"
"923-313r","bundle","341322"
"923-316r","bundle","341322"
"923-317r","bundle","341322"
"923-420","bundle","341322"
"923-421","bundle","341322"
"923-421","bundle","341322"
"923-130","bundle","341322"
"923-131","bundle","341322"
"923-030","bundle","341322"
"923-040","bundle","341322"
"923-215","bundle","341322"
"923-225","bundle","341322"
"923-270r","bundle","341322"
"923-911","bundle","341323"
"923-916","bundle","341323"
"923-915","bundle","341323"
"923-915","bundle","341323"
"923-925","bundle","341323"
"923-912","bundle","341324"
"923-916","bundle","341324"
"923-915","bundle","341324"
"923-915","bundle","341324"
"923-925","bundle","341324"
"927-313r","bundle","341325"
"927-316r","bundle","341325"
"927-317r","bundle","341325"
"927-420","bundle","341325"
"927-422","bundle","341325"
"927-422","bundle","341325"
"927-130","bundle","341325"
"927-020","bundle","341325"
"927-040","bundle","341325"
"927-131","bundle","341325"
"927-215","bundle","341325"
"927-225","bundle","341325"
"927-324r","bundle","341326"
"927-326r","bundle","341326"
"927-327r","bundle","341326"
"927-420","bundle","341326"
"927-422","bundle","341326"
"927-422","bundle","341326"
"927-130","bundle","341326"
"927-020","bundle","341326"
"927-040","bundle","341326"
"927-131","bundle","341326"
"927-215","bundle","341326"
"927-225","bundle","341326"
"929-313r","bundle","341394"
"929-316r","bundle","341394"
"929-317r","bundle","341394"
"929-420","bundle","341394"
"929-151","bundle","341394"
"929-130","bundle","341394"
"929-131","bundle","341394"
"929-040","bundle","341394"
"929-215","bundle","341394"
"929-324r","bundle","341395"
"929-326r","bundle","341395"
"929-327r","bundle","341395"
"929-420","bundle","341395"
"929-151","bundle","341395"
"929-130","bundle","341395"
"929-131","bundle","341395"
"929-040","bundle","341395"
"929-215","bundle","341395"
"924-313r","bundle","341396"
"924-316r","bundle","341396"
"924-317r","bundle","341396"
"924-421","bundle","341396"
"924-420","bundle","341396"
"924-421","bundle","341396"
"924-420","bundle","341396"
"924-130","bundle","341396"
"924-020","bundle","341396"
"924-120","bundle","341396"
"924-215","bundle","341396"
"924-480","bundle","341396"
"924-304r","bundle","341397"
"924-306r","bundle","341397"
"924-307r","bundle","341397"
"924-421","bundle","341397"
"924-420","bundle","341397"
"924-421","bundle","341397"
"924-420","bundle","341397"
"924-130","bundle","341397"
"924-020","bundle","341397"
"924-120","bundle","341397"
"924-215","bundle","341397"
"924-480","bundle","341397"
"929-911","bundle","341398"
"929-916","bundle","341398"
"924-910","bundle","341399"
"924-915","bundle","341399"
"924-925","bundle","341399"
"test12321-08/04","simple","354483"
"test1234-08/04","simple","354484"
